IMSI,话单数,短信数,语音时长分钟,上网流量MB,上网时长分钟,平均带宽Kbps,对端号码数,流量4G占比,业务线标识,月份数
908240232809267 ,30.00 ,10.00 ,2.92 ,0.95 ,590.30 ,28.02 ,6.00 ,0.95 ,2,1
908240232809593 ,18.00 ,1.00 ,3.50 ,11.93 ,694.03 ,300.40 ,3.00 ,1.00 ,2,1
908240232810359 ,161.00 ,147.00 ,8.07 ,1.71 ,36.98 ,806.71 ,3.00 ,1.00 ,2,1
908240232812523 ,57.00 ,37.00 ,71.00 ,0.33 ,40.93 ,140.00 ,6.50 ,1.00 ,2,2
908240232812731 ,54.67 ,8.33 ,46.07 ,0.31 ,3.57 ,1846.57 ,10.33 ,1.00 ,2,3
908240232813731 ,23.20 ,16.80 ,1.99 ,0.25 ,18.64 ,215.48 ,4.50 ,1.00 ,1,5
908240232820595 ,65.00 ,3.50 ,6.73 ,9.57 ,688.32 ,310.17 ,6.50 ,1.00 ,2,2
908240232821307 ,340.40 ,2.00 ,15.45 ,0.07 ,1925.33 ,0.83 ,7.40 ,1.00 ,2,5
908240232823609 ,99.00 ,23.00 ,39.47 ,118.85 ,536.25 ,3873.30 ,16.00 ,0.04 ,2,1
908240232823811 ,173.00 ,4.00 ,8.87 ,38.65 ,386.78 ,1746.28 ,4.00 ,0.19 ,2,1
908240232834659 ,26.20 ,5.00 ,5.10 ,2.06 ,183.21 ,236.80 ,5.00 ,1.00 ,1,5
908240232860589 ,26.00 ,5.50 ,69.10 ,0.00 ,0.22 ,25.23 ,19.00 ,1.00 ,2,2
908240232865651 ,33.00 ,2.00 ,33.88 ,0.03 ,41.20 ,12.50 ,14.00 ,1.00 ,2,1
908240232866153 ,171.80 ,7.60 ,191.90 ,15.88 ,559.71 ,395.96 ,40.00 ,1.00 ,2,5
908240232866171 ,106.00 ,10.00 ,0.30 ,581.06 ,3546.65 ,2863.22 ,1.00 ,1.00 ,2,1
908240232866259 ,40.80 ,2.00 ,13.75 ,4.53 ,437.99 ,5694.05 ,7.00 ,1.00 ,2,5
908240232867073 ,145.50 ,8.67 ,56.13 ,825.47 ,6879.23 ,1552.20 ,24.50 ,0.09 ,2,4
908240232867145 ,7.00 ,1.50 ,1.37 ,0.12 ,14.67 ,1518.49 ,2.00 ,1.00 ,1,3
908240232867157 ,38.00 ,2.00 ,11.13 ,29.65 ,2915.98 ,177.71 ,9.00 ,0.83 ,2,3
908240232867537 ,41.00 ,2.00 ,10.65 ,5.88 ,379.79 ,303.16 ,12.50 ,1.00 ,2,4
908240232869115 ,224.20 ,44.00 ,30.33 ,636.53 ,6278.94 ,1884.73 ,2.67 ,1.00 ,2,5
908240232869609 ,148.67 ,6.33 ,41.37 ,57.90 ,2108.01 ,504.27 ,6.00 ,0.39 ,2,3
908240232871471 ,37.25 ,5.00 ,37.36 ,0.10 ,5.33 ,342.77 ,16.75 ,1.00 ,2,4
908240232871845 ,52.50 ,7.00 ,26.93 ,9.41 ,1778.07 ,92.49 ,9.00 ,1.00 ,2,2
908240232872327 ,118.00 ,4.00 ,8.38 ,197.14 ,1378.98 ,2498.41 ,7.00 ,1.00 ,2,1
908240232872331 ,18.00 ,1.00 ,1.48 ,12.21 ,954.13 ,223.56 ,1.00 ,1.00 ,2,1
908240232881579 ,10.50 ,4.25 ,0.42 ,0.73 ,24.52 ,680.49 ,1.00 ,1.00 ,1,4
908240232881931 ,13.50 ,10.00 ,7.99 ,0.00 ,78.00 ,0.64 ,2.67 ,1.00 ,1,4
908240232889391 ,37.00 ,3.50 ,1.16 ,0.12 ,379.77 ,198.60 ,1.50 ,0.54 ,1,3
908240232892083 ,31.33 ,4.50 ,0.30 ,60.09 ,1786.79 ,1153.25 ,1.00 ,1.00 ,2,3
908240232892593 ,42.00 ,3.00 ,1.03 ,27.82 ,430.52 ,1129.45 ,2.00 ,1.00 ,2,1
908240232894349 ,16.00 ,6.00 ,7.20 ,0.37 ,2.73 ,2365.40 ,6.00 ,1.00 ,2,1
908240232895573 ,18.50 ,8.50 ,10.48 ,1.45 ,15.97 ,2018.05 ,6.00 ,0.96 ,2,4
908240232897567 ,4.00 ,2.67 ,3.17 ,0.80 ,73.18 ,190.93 ,3.00 ,1.00 ,2,3
908240232898511 ,106.00 ,9.00 ,6.80 ,7.69 ,2460.55 ,54.61 ,3.00 ,1.00 ,2,1
908240232900529 ,23.50 ,7.00 ,1.09 ,6.46 ,271.52 ,446.30 ,1.50 ,1.00 ,2,2
908240232900537 ,62.00 ,4.00 ,0.27 ,21.00 ,1046.22 ,350.77 ,1.00 ,1.00 ,2,1
908240232902661 ,89.00 ,6.00 ,3.63 ,82.16 ,842.57 ,1704.15 ,4.00 ,1.00 ,2,1
908240232903475 ,12.00 ,1.00 ,7.93 ,3.09 ,19.23 ,2811.92 ,2.50 ,1.00 ,2,2
908240232903557 ,11.50 ,10.25 ,1.55 ,0.06 ,5.63 ,171.21 ,1.00 ,1.00 ,1,4
908240232904251 ,133.80 ,34.40 ,98.28 ,0.31 ,0.73 ,7316.14 ,25.60 ,1.00 ,2,5
908240232904367 ,67.00 ,20.00 ,0.30 ,66.63 ,607.88 ,1915.68 ,1.00 ,1.00 ,2,1
908240232904453 ,401.25 ,13.75 ,781.54 ,10.02 ,7751.72 ,24.17 ,9.25 ,0.09 ,2,4
908240232904525 ,41.00 ,6.00 ,8.23 ,42.68 ,1867.32 ,399.48 ,5.00 ,1.00 ,2,2
908240232905887 ,13.00 ,1.00 ,10.50 ,1.48 ,74.93 ,345.18 ,5.00 ,1.00 ,2,1
908240232906175 ,75.50 ,19.00 ,39.89 ,43.79 ,1471.23 ,2929.30 ,4.50 ,1.00 ,2,2
908240232906259 ,12.50 ,2.00 ,4.45 ,206.58 ,198.43 ,18193.76 ,3.00 ,1.00 ,2,2
908240232916507 ,67.50 ,7.50 ,39.63 ,17.98 ,818.34 ,385.18 ,14.00 ,1.00 ,2,2
908240232925201 ,3.33 ,1.33 ,1.34 ,6.56 ,199.98 ,573.64 ,1.00 ,1.00 ,1,3
908240232928487 ,14.50 ,1.50 ,5.60 ,1.94 ,461.23 ,73.67 ,4.00 ,1.00 ,1,2
908240232928839 ,37.00 ,7.50 ,4.43 ,5.81 ,288.39 ,550.93 ,4.00 ,1.00 ,1,2
908240232932941 ,28.00 ,12.00 ,2.37 ,4.25 ,757.03 ,98.20 ,3.00 ,1.00 ,1,1
908240232939387 ,12.00 ,11.00 ,1.03 ,2.66 ,144.09 ,2695.88 ,1.50 ,1.00 ,2,3
908240232939881 ,41.00 ,12.00 ,4.77 ,8.54 ,959.62 ,155.60 ,2.00 ,1.00 ,2,1
908240232940339 ,31.50 ,5.00 ,15.48 ,6.51 ,535.85 ,212.25 ,10.50 ,1.00 ,2,2
908240232940959 ,11.50 ,1.00 ,29.46 ,0.02 ,27.08 ,15.92 ,3.50 ,1.00 ,2,2
908240232941851 ,25.40 ,2.50 ,1.87 ,10.40 ,715.29 ,1111.00 ,2.00 ,0.98 ,2,5
908240232954941 ,8.00 ,5.00 ,1.52 ,0.61 ,3.52 ,3023.37 ,1.00 ,1.00 ,1,1
908240232975859 ,16.67 ,6.00 ,20.78 ,4.72 ,8.73 ,9454.01 ,8.33 ,1.00 ,2,3
908240232975979 ,77.67 ,5.00 ,8.37 ,25.62 ,1790.45 ,320.83 ,2.00 ,1.00 ,2,3
908240232976357 ,42.25 ,3.50 ,3.62 ,19.05 ,1172.23 ,313.16 ,2.00 ,1.00 ,2,4
908240232980459 ,55.00 ,2.00 ,23.40 ,4.11 ,728.42 ,98.69 ,11.00 ,1.00 ,2,1
908240232980839 ,14.00 ,2.00 ,0.82 ,24.38 ,589.00 ,723.25 ,2.00 ,1.00 ,2,1
908240232991113 ,5.00 ,1.00 ,3.02 ,0.06 ,0.72 ,1371.49 ,3.00 ,1.00 ,1,1
908240232994393 ,13.00 ,4.67 ,1.00 ,0.23 ,53.09 ,147.89 ,2.00 ,1.00 ,1,3
908240233001611 ,14.00 ,3.00 ,10.36 ,0.53 ,57.58 ,162.10 ,7.00 ,1.00 ,2,2
908240233005305 ,13.00 ,5.00 ,1.23 ,6.66 ,50.77 ,2292.18 ,1.00 ,1.00 ,2,1
908240233016883 ,26.00 ,1.00 ,11.30 ,16.46 ,235.18 ,1222.90 ,7.00 ,1.00 ,2,1
908240233046591 ,18.50 ,16.00 ,0.22 ,6.88 ,49.38 ,2433.82 ,1.00 ,1.00 ,1,2
908240233055245 ,17.00 ,12.50 ,0.93 ,0.00 ,4.25 ,33.08 ,2.00 ,1.00 ,1,2
908240233060895 ,51.00 ,7.33 ,2.89 ,12.10 ,1686.90 ,440.66 ,1.67 ,0.13 ,2,3
908240233061899 ,51.25 ,19.25 ,59.29 ,0.26 ,111.32 ,41.28 ,12.75 ,1.00 ,2,4
908240233064577 ,8.00 ,5.00 ,0.93 ,0.04 ,0.25 ,2694.33 ,2.00 ,1.00 ,1,1
908240233087863 ,203.00 ,34.00 ,22.78 ,43.88 ,429.88 ,1783.79 ,10.00 ,0.04 ,2,1
908240233091451 ,100.00 ,8.00 ,6.33 ,19.29 ,2059.42 ,159.72 ,2.00 ,1.00 ,2,2
908240233092959 ,3059.00 ,7.00 ,82.32 ,97.64 ,4115.37 ,414.65 ,22.00 ,0.11 ,2,1
908240233093771 ,12.00 ,1.00 ,43.57 ,0.39 ,29.75 ,229.37 ,3.00 ,1.00 ,2,2
908240233094015 ,55.00 ,4.00 ,58.73 ,8.78 ,455.60 ,336.97 ,17.00 ,1.00 ,2,1
908240233094381 ,24.00 ,4.50 ,1.97 ,8.32 ,695.33 ,206.73 ,3.00 ,1.00 ,2,2
908240233094867 ,126.00 ,16.25 ,139.67 ,1.35 ,91.11 ,1351.05 ,25.00 ,1.00 ,2,4
908240233095981 ,14.75 ,2.00 ,5.20 ,10.26 ,294.80 ,745.56 ,3.67 ,1.00 ,2,4
908240233101865 ,9.00 ,7.00 ,12.41 ,11.43 ,122.18 ,1635.56 ,3.00 ,1.00 ,2,2
908240233102405 ,26.50 ,3.00 ,10.03 ,14.01 ,435.93 ,561.51 ,9.00 ,0.01 ,1,2
908240233106389 ,93.50 ,25.00 ,28.58 ,15.52 ,194.70 ,1367.72 ,12.00 ,1.00 ,2,2
908240233106483 ,34.00 ,17.00 ,16.55 ,0.02 ,1.48 ,188.24 ,7.00 ,1.00 ,2,1
908240233129719 ,58.67 ,5.67 ,3.48 ,6.66 ,291.96 ,374.74 ,1.00 ,1.00 ,1,3
908240233155273 ,10.00 ,8.00 ,17.72 ,0.33 ,3.70 ,1578.14 ,1.00 ,1.00 ,1,2
908240233155293 ,11.00 ,10.00 ,0.32 ,0.10 ,0.25 ,6676.93 ,1.00 ,1.00 ,1,2
908240233167497 ,59.00 ,3.00 ,28.87 ,56.20 ,2080.13 ,472.13 ,11.00 ,1.00 ,2,1
908240233170111 ,8.00 ,2.00 ,2.63 ,0.06 ,0.38 ,2915.39 ,3.00 ,1.00 ,2,1
908240233176385 ,9.00 ,7.00 ,0.42 ,0.00 ,0.13 ,152.63 ,1.00 ,1.00 ,1,1
908240233193769 ,198.00 ,19.50 ,40.95 ,54.96 ,3516.43 ,318.38 ,9.00 ,0.60 ,2,2
908240233195649 ,3.33 ,1.00 ,1.19 ,0.08 ,3.47 ,407.57 ,2.33 ,1.00 ,2,3
908240233195817 ,28.67 ,14.33 ,1.35 ,0.03 ,26.18 ,23.02 ,2.00 ,1.00 ,2,3
908240233195973 ,50.00 ,2.00 ,4.38 ,0.09 ,1042.97 ,1.59 ,1.00 ,1.00 ,2,1
908240233200359 ,85.00 ,21.00 ,9.65 ,14.68 ,2593.53 ,98.94 ,7.00 ,1.00 ,2,1
908240233212327 ,10.00 ,2.00 ,0.90 ,4.49 ,155.98 ,503.26 ,2.00 ,1.00 ,1,1
908240233212487 ,11.00 ,2.00 ,0.33 ,0.43 ,64.48 ,116.83 ,1.00 ,1.00 ,1,1
908240233224629 ,46.00 ,27.00 ,8.42 ,0.39 ,5.45 ,1253.91 ,7.00 ,1.00 ,2,1
908240233229883 ,132.00 ,4.00 ,1.12 ,139.17 ,1292.40 ,1881.93 ,1.00 ,1.00 ,2,1
908240233234207 ,54.00 ,27.00 ,53.00 ,15.30 ,81.67 ,3273.15 ,10.00 ,1.00 ,2,1
908240233234239 ,24.00 ,5.50 ,2.98 ,41.78 ,456.00 ,1542.05 ,2.00 ,1.00 ,2,2
908240233234331 ,32.50 ,7.00 ,39.13 ,19.38 ,322.68 ,1049.88 ,15.50 ,1.00 ,2,2
908240233242425 ,17.00 ,1.00 ,0.67 ,0.23 ,751.78 ,5.30 ,1.00 ,1.00 ,1,1
908240233243945 ,36.50 ,7.00 ,11.68 ,0.28 ,29.72 ,98.54 ,2.50 ,1.00 ,2,2
908240233246567 ,4.00 ,1.00 ,1.35 ,0.09 ,31.80 ,51.05 ,2.00 ,1.00 ,1,1
908240233252017 ,29.50 ,5.00 ,1.45 ,0.90 ,142.60 ,109.72 ,3.00 ,0.23 ,2,2
908240233267175 ,25.50 ,5.50 ,4.13 ,7.08 ,230.27 ,576.93 ,2.00 ,1.00 ,2,2
908240233267495 ,86.00 ,1.00 ,2.50 ,74.85 ,1612.47 ,811.22 ,2.00 ,1.00 ,2,1
908240233267743 ,180.00 ,1.00 ,0.53 ,90.58 ,5512.21 ,304.84 ,1.50 ,0.03 ,2,2
908240233269081 ,21.00 ,5.50 ,8.99 ,0.74 ,6.68 ,1557.31 ,7.50 ,1.00 ,2,2
908240233269753 ,23.00 ,10.00 ,0.18 ,40.21 ,217.25 ,3234.50 ,1.00 ,0.96 ,2,1
908240233269765 ,12.00 ,2.00 ,9.23 ,1.08 ,27.55 ,786.11 ,3.00 ,1.00 ,2,2
908240233269879 ,35.00 ,1.00 ,1.93 ,16.17 ,1231.88 ,223.75 ,2.00 ,1.00 ,2,2
908240233294805 ,33.00 ,3.00 ,0.87 ,0.65 ,1136.12 ,10.06 ,1.00 ,1.00 ,1,1
908240233305957 ,24.00 ,2.00 ,4.38 ,40.13 ,452.22 ,1551.03 ,2.00 ,1.00 ,2,1
908240233307117 ,17.50 ,17.00 ,7.77 ,30.37 ,56.27 ,9374.36 ,6.00 ,1.00 ,2,2
908240233308327 ,62.00 ,4.00 ,10.50 ,140.96 ,1435.42 ,1716.19 ,6.00 ,0.20 ,2,1
908240233309189 ,22.00 ,7.00 ,3.66 ,74.61 ,359.47 ,3627.42 ,2.00 ,1.00 ,2,2
908240233310665 ,9.00 ,1.00 ,4.10 ,0.18 ,2.35 ,1355.13 ,6.00 ,1.00 ,2,1
908240233313207 ,2.00 ,1.00 ,0.13 ,0.02 ,0.25 ,1537.53 ,1.00 ,1.00 ,1,2
908240233328355 ,8.00 ,6.50 ,7.10 ,0.00 ,0.13 ,17.50 ,1.00 ,1.00 ,1,2
908240233330875 ,16.00 ,1.00 ,0.70 ,3.40 ,710.20 ,83.71 ,1.00 ,1.00 ,1,1
908240233331187 ,8.00 ,4.00 ,0.12 ,5.62 ,68.77 ,1428.47 ,1.00 ,1.00 ,1,1
908240233331611 ,4.00 ,1.00 ,0.68 ,0.80 ,13.08 ,1063.49 ,1.00 ,1.00 ,1,1
908240233372105 ,23.00 ,7.00 ,22.42 ,0.47 ,3.68 ,2208.28 ,8.00 ,1.00 ,2,1
908240233541149 ,14.00 ,1.50 ,0.68 ,2.11 ,211.15 ,174.53 ,1.00 ,1.00 ,1,2
908240233554401 ,23.00 ,8.00 ,14.59 ,0.01 ,0.50 ,256.83 ,5.00 ,1.00 ,2,2
908240233555323 ,325.50 ,8.50 ,11.58 ,249.66 ,4132.48 ,825.15 ,10.50 ,0.02 ,2,2
908240233556385 ,44.00 ,6.00 ,0.35 ,23.92 ,242.50 ,1724.19 ,2.00 ,0.05 ,2,1
908240233561877 ,15.00 ,1.00 ,6.88 ,20.57 ,319.33 ,1125.86 ,3.00 ,1.00 ,2,1
908240233562529 ,335.50 ,12.00 ,4.26 ,300.81 ,4357.53 ,1163.39 ,4.50 ,0.05 ,2,2
908240233586365 ,5.00 ,1.00 ,0.85 ,7.82 ,38.13 ,3582.57 ,1.00 ,0.01 ,1,1
908240233609361 ,113.00 ,33.00 ,3.68 ,102.40 ,1157.28 ,1546.33 ,5.00 ,1.00 ,2,1
908240233610437 ,17.00 ,7.00 ,3.27 ,0.44 ,405.03 ,19.02 ,3.00 ,1.00 ,2,1
908240233645139 ,36.00 ,16.00 ,13.73 ,0.08 ,15.12 ,90.33 ,11.00 ,1.00 ,1,1
908240233671489 ,38.00 ,21.00 ,5.33 ,5.59 ,405.52 ,240.92 ,1.00 ,1.00 ,2,1
908240233699915 ,19.00 ,1.00 ,0.18 ,9.99 ,85.87 ,2033.08 ,1.00 ,0.00 ,1,1
908240233703919 ,12.00 ,1.00 ,0.27 ,5.11 ,131.22 ,681.22 ,1.00 ,0.01 ,1,1
908240233719785 ,9.00 ,4.00 ,1.30 ,0.21 ,1.65 ,2204.08 ,1.00 ,1.00 ,2,1
908240234167515 ,64.33 ,3.00 ,0.66 ,48.69 ,1337.50 ,896.27 ,2.00 ,1.00 ,2,3
908240234170189 ,15.25 ,10.00 ,6.38 ,2.30 ,135.97 ,295.36 ,2.75 ,1.00 ,2,4
908240234178507 ,8.60 ,3.20 ,0.18 ,3.81 ,120.07 ,1614.39 ,1.00 ,0.78 ,1,5
908240234223895 ,35.75 ,3.25 ,1.03 ,263.36 ,2946.09 ,1640.25 ,2.00 ,1.00 ,1,4
908240234252761 ,26.67 ,8.00 ,5.21 ,10.07 ,526.78 ,334.09 ,2.33 ,1.00 ,2,3
908240234254771 ,487.20 ,130.00 ,208.04 ,63.75 ,10059.85 ,111.62 ,69.40 ,1.00 ,2,5
908240234255849 ,57.00 ,2.00 ,4.90 ,26.34 ,604.38 ,761.58 ,2.00 ,1.00 ,2,1
908240234277981 ,47.75 ,6.00 ,135.50 ,2.80 ,74.81 ,914.23 ,12.00 ,1.00 ,2,4
908240234289347 ,12.50 ,2.00 ,11.76 ,0.05 ,4.20 ,228.44 ,2.50 ,1.00 ,2,2
908240234289711 ,14.50 ,6.17 ,12.51 ,1.01 ,40.32 ,439.39 ,4.80 ,1.00 ,2,6
908240234290339 ,20.50 ,7.50 ,0.13 ,75.80 ,494.77 ,2677.46 ,1.00 ,1.00 ,2,2
908240234292889 ,45.00 ,1.00 ,0.40 ,59.38 ,805.21 ,1296.70 ,1.00 ,0.90 ,2,2
908240234308327 ,24.75 ,2.00 ,4.82 ,30.04 ,458.21 ,1718.93 ,5.67 ,1.00 ,2,4
908240234325767 ,8.00 ,1.00 ,0.42 ,0.69 ,29.08 ,415.53 ,1.00 ,1.00 ,1,1
908240234334791 ,31.33 ,11.33 ,6.54 ,17.79 ,889.38 ,350.83 ,4.67 ,1.00 ,2,6
908240234337125 ,51.40 ,5.80 ,11.70 ,11.08 ,2068.54 ,96.58 ,4.67 ,1.00 ,2,5
908240234340165 ,246.75 ,7.67 ,59.77 ,23.39 ,4076.07 ,129.25 ,13.75 ,1.00 ,2,4
908240234341173 ,3.00 ,2.00 ,0.40 ,0.25 ,1.05 ,4228.13 ,1.00 ,1.00 ,1,3
908240234341227 ,220.33 ,5.00 ,38.55 ,62.30 ,1798.27 ,527.61 ,15.33 ,0.70 ,2,3
908240234343951 ,451.67 ,42.17 ,143.25 ,289.57 ,5966.15 ,842.88 ,39.33 ,0.95 ,2,6
908240234344237 ,37.33 ,17.33 ,40.16 ,0.52 ,3.64 ,3822.08 ,7.50 ,1.00 ,2,6
908240234346781 ,17.00 ,1.00 ,1.02 ,3.67 ,122.87 ,522.24 ,1.00 ,0.97 ,1,1
908240234349629 ,12.50 ,9.50 ,17.42 ,0.14 ,8.15 ,308.24 ,1.00 ,1.00 ,1,2
908240234351335 ,5.50 ,3.00 ,0.07 ,0.59 ,4.63 ,1214.93 ,1.00 ,1.00 ,1,2
908240234354753 ,37.50 ,1.50 ,0.28 ,27.20 ,1683.23 ,282.36 ,1.00 ,1.00 ,2,2
908240234355317 ,129.25 ,5.75 ,3.53 ,41.81 ,1686.84 ,2314.93 ,4.00 ,0.73 ,2,4
908240234355899 ,306.00 ,19.00 ,9.08 ,24.16 ,3295.13 ,128.16 ,5.00 ,1.00 ,2,1
908240234356831 ,323.50 ,9.50 ,2.52 ,94.46 ,763.41 ,2121.15 ,1.50 ,1.00 ,2,2
908240234357545 ,64.00 ,2.00 ,3.58 ,9.31 ,450.02 ,437.43 ,3.00 ,1.00 ,2,2
908240234358531 ,416.67 ,12.50 ,12.47 ,102.28 ,9079.34 ,478.79 ,6.00 ,0.96 ,2,3
908240234365819 ,4.50 ,1.00 ,0.50 ,1.51 ,55.23 ,477.70 ,1.00 ,0.39 ,1,2
908240234375429 ,32.00 ,4.50 ,1.97 ,10.89 ,1270.03 ,149.83 ,2.00 ,1.00 ,2,3
908240234375677 ,68.50 ,5.00 ,14.80 ,107.35 ,1433.03 ,1197.89 ,3.50 ,1.00 ,2,2
908240234378077 ,52.50 ,6.67 ,9.23 ,13.71 ,957.94 ,1449.45 ,9.33 ,1.00 ,2,4
908240234378217 ,107.50 ,6.00 ,29.92 ,117.06 ,8542.40 ,239.49 ,8.00 ,0.28 ,1,2
908240234378541 ,29.00 ,2.00 ,5.53 ,40.69 ,189.87 ,3745.57 ,5.00 ,1.00 ,2,1
908240234382323 ,72.00 ,3.00 ,2.36 ,12.80 ,1748.42 ,129.51 ,3.50 ,1.00 ,2,2
908240234382991 ,81.00 ,3.00 ,11.47 ,42.53 ,950.47 ,781.92 ,3.00 ,1.00 ,2,1
908240234384243 ,80.00 ,3.50 ,0.85 ,50.77 ,1189.14 ,652.31 ,1.50 ,1.00 ,2,2
908240234384861 ,7.67 ,5.50 ,0.31 ,3.82 ,41.05 ,1626.68 ,2.50 ,1.00 ,2,3
908240234385651 ,16.67 ,13.50 ,24.88 ,0.00 ,0.02 ,191.00 ,8.00 ,1.00 ,1,3
908240234386641 ,178.50 ,2.00 ,23.01 ,48.41 ,5911.25 ,158.74 ,10.00 ,0.58 ,2,2
908240234388413 ,275.50 ,17.00 ,1.00 ,125.19 ,1415.17 ,1763.07 ,2.00 ,0.03 ,2,2
908240234389219 ,40.00 ,7.50 ,29.05 ,7.49 ,126.95 ,515.30 ,14.50 ,1.00 ,2,2
908240234390859 ,166.00 ,5.33 ,3.98 ,44.04 ,3604.80 ,248.19 ,3.67 ,1.00 ,2,3
908240234392793 ,16.50 ,4.00 ,14.41 ,0.11 ,106.48 ,18.57 ,5.50 ,1.00 ,2,2
908240234393101 ,315.00 ,23.00 ,25.28 ,175.51 ,3399.23 ,824.80 ,8.00 ,0.44 ,2,2
908240234393733 ,1523.50 ,56.50 ,465.28 ,352.55 ,12850.11 ,464.61 ,68.50 ,0.49 ,2,2
908240240730217 ,8.50 ,3.00 ,0.73 ,0.54 ,22.62 ,415.50 ,1.00 ,1.00 ,1,2
908240241657079 ,70.00 ,4.00 ,13.42 ,32.83 ,1866.47 ,307.38 ,13.00 ,1.00 ,1,1
908240241844669 ,9.00 ,7.00 ,0.37 ,0.15 ,8.75 ,302.10 ,1.00 ,1.00 ,1,1
908240254058095 ,105.50 ,12.50 ,13.19 ,0.47 ,963.88 ,7.86 ,4.50 ,1.00 ,2,4
908240254140099 ,53.25 ,15.75 ,17.80 ,87.80 ,768.73 ,2027.24 ,9.50 ,1.00 ,2,4
908240254163577 ,16.17 ,4.00 ,21.83 ,1.82 ,10.25 ,3107.88 ,8.00 ,1.00 ,2,6
908240254170707 ,58.33 ,7.20 ,74.08 ,0.04 ,0.19 ,1260.49 ,10.67 ,1.00 ,2,6
908240254206195 ,54.00 ,9.00 ,5.20 ,28.75 ,1271.10 ,395.25 ,3.00 ,1.00 ,2,1
908240254207505 ,182.33 ,20.33 ,90.91 ,16.46 ,828.81 ,458.41 ,20.33 ,1.00 ,2,3
908240254214983 ,39.25 ,2.00 ,0.15 ,405.51 ,7062.40 ,1003.45 ,1.00 ,1.00 ,2,4
908240254228101 ,158.50 ,8.50 ,14.29 ,237.16 ,3895.93 ,1279.13 ,5.50 ,0.32 ,2,2
908240254231887 ,422.83 ,38.33 ,244.39 ,508.91 ,17072.69 ,896.94 ,47.67 ,0.01 ,2,6
908240254234077 ,47.50 ,3.50 ,9.86 ,186.90 ,821.70 ,4338.70 ,5.00 ,0.97 ,2,6
908240254235077 ,40.50 ,5.00 ,11.38 ,21.29 ,985.72 ,427.19 ,10.50 ,1.00 ,2,2
908240254238789 ,9.67 ,1.50 ,22.58 ,2.78 ,51.10 ,949.50 ,4.83 ,1.00 ,2,6
908240254266035 ,15.83 ,8.83 ,6.74 ,0.58 ,7.94 ,1434.54 ,3.00 ,1.00 ,1,6
908240254320461 ,22.50 ,7.17 ,7.25 ,0.21 ,71.72 ,72.93 ,4.50 ,1.00 ,1,6
908240254371267 ,201.83 ,20.50 ,39.13 ,44.99 ,3907.90 ,197.23 ,19.50 ,1.00 ,2,6
908240254374965 ,131.83 ,28.83 ,130.15 ,3.71 ,182.63 ,2115.51 ,31.83 ,1.00 ,2,6
908240254442321 ,13.60 ,5.60 ,2.63 ,0.86 ,15.28 ,1170.48 ,4.00 ,1.00 ,2,5
908240254442461 ,19.33 ,4.67 ,10.75 ,0.52 ,41.23 ,222.65 ,5.33 ,1.00 ,2,3
908240254464457 ,12.00 ,3.00 ,5.95 ,0.28 ,17.57 ,279.12 ,6.00 ,1.00 ,1,1
908240254511165 ,19.33 ,4.00 ,4.59 ,2.02 ,27.19 ,1274.00 ,3.33 ,1.00 ,1,3
908240254593479 ,130.83 ,113.17 ,63.59 ,0.93 ,22.00 ,742.58 ,9.00 ,1.00 ,2,6
908240254695581 ,4.00 ,2.00 ,0.48 ,0.14 ,9.77 ,247.99 ,1.00 ,1.00 ,1,2
908240254701017 ,15.00 ,4.50 ,0.43 ,16.11 ,972.98 ,289.43 ,2.00 ,1.00 ,1,2
908240254726023 ,3.00 ,1.00 ,0.93 ,0.26 ,32.68 ,139.26 ,1.00 ,1.00 ,2,2
908240254727995 ,36.00 ,4.83 ,38.71 ,20.03 ,239.01 ,1705.24 ,11.33 ,0.96 ,2,6
908240254764361 ,26.20 ,3.80 ,5.08 ,9.37 ,2802.07 ,58.46 ,2.00 ,1.00 ,1,5
908240254787147 ,42.00 ,2.33 ,3.90 ,0.37 ,495.31 ,279.88 ,3.40 ,1.00 ,2,6
908240274051715 ,98.25 ,4.25 ,8.01 ,20.53 ,1847.87 ,256.35 ,6.67 ,0.47 ,1,4
908240274075897 ,82.50 ,2.00 ,7.22 ,10.36 ,665.17 ,293.48 ,4.50 ,0.98 ,2,2
908240274085693 ,304.00 ,3.00 ,15.82 ,1216.92 ,6034.70 ,3524.17 ,12.00 ,0.73 ,2,1
908240274097497 ,6.00 ,4.33 ,1.64 ,0.08 ,1.22 ,1107.49 ,1.50 ,1.00 ,1,3
908240274139131 ,20.83 ,8.00 ,5.35 ,4.46 ,799.92 ,97.35 ,2.83 ,0.27 ,2,6
908240274157015 ,28.50 ,3.00 ,0.97 ,11.67 ,208.52 ,588.12 ,1.00 ,0.50 ,1,2
908240274172279 ,10.83 ,9.33 ,0.17 ,0.10 ,2.11 ,437.12 ,1.00 ,1.00 ,1,6
908240274175215 ,46.25 ,8.25 ,92.01 ,0.05 ,2.77 ,316.52 ,13.50 ,1.00 ,2,4
908240274193663 ,6.00 ,2.00 ,6.74 ,0.03 ,2.20 ,116.46 ,3.25 ,1.00 ,1,5
908240274194563 ,18.50 ,8.50 ,6.03 ,20.91 ,54.03 ,6763.73 ,4.50 ,1.00 ,2,2
908240274195033 ,68.00 ,13.50 ,52.22 ,21.77 ,2962.78 ,128.41 ,14.00 ,1.00 ,2,2
